TimeSinceCollection,Timestamp,PlantarValue
1952,2923858,6;2;2;6;1;1;2;6;0;2;2;6;0;2;2;6;0;2;2;6;0;2;3;4;6;0;2;2;4;0;6;0;1;2;4;0;0;2;3;4;0;1;2;4;0
1968,2923874,7;0;3;6;0;1;3;6;0;2;2;6;0;1;2;7;0;1;1;6;0;2;3;4;6;0;3;3;4;0;5;0;1;3;4;0;0;2;3;4;0;1;3;4;0
1984,2923890,6;0;1;6;0;1;3;7;0;1;3;6;0;2;2;6;0;1;3;6;0;1;3;4;6;0;2;2;4;0;6;0;1;3;4;0;0;1;3;4;0;2;3;4;0
2000,2923906,7;0;2;6;1;1;3;6;0;2;1;6;0;2;3;6;0;2;2;6;0;2;2;4;6;0;3;2;4;0;6;0;2;3;4;0;0;2;3;4;0;1;2;4;0
2016,2923922,6;0;2;8;0;2;3;6;0;2;3;6;0;1;2;6;0;2;3;6;0;2;3;4;6;0;1;2;4;0;6;0;2;3;6;0;0;2;3;4;0;1;2;4;0
2032,2923938,5;0;2;6;0;2;2;6;0;2;3;6;0;2;2;6;0;2;3;7;0;1;3;4;6;0;2;2;4;0;6;0;1;2;4;0;1;2;2;4;0;2;3;4;0
2048,2923954,6;0;2;6;0;1;2;6;0;2;1;6;0;2;3;6;0;2;2;6;2;1;3;4;6;0;3;2;4;0;6;0;2;3;4;0;0;1;3;4;0;1;2;4;0
2064,2923970,7;0;2;6;0;2;2;7;0;1;3;6;0;1;3;6;0;2;3;6;0;1;3;4;6;0;1;3;4;0;6;0;2;3;4;0;0;2;3;4;0;1;3;4;0
2080,2923986,6;0;1;6;0;1;2;6;0;1;2;6;0;2;2;7;0;1;2;6;0;2;2;4;6;0;2;3;4;0;8;0;2;2;4;0;0;1;3;4;0;1;1;4;0
2096,2924002,6;0;1;6;0;1;2;6;1;1;2;6;0;2;3;6;0;2;4;6;0;2;2;4;6;0;2;2;1;1;7;0;2;3;4;0;0;2;2;3;0;1;2;4;0
2112,2924018,6;0;2;6;1;3;2;6;0;1;3;6;0;2;3;7;0;1;2;6;0;1;3;3;6;0;2;3;4;0;6;0;3;2;4;0;0;2;2;4;0;2;2;4;1
2128,2924034,6;0;2;6;0;2;2;6;0;1;2;7;0;2;2;6;0;2;3;6;0;2;3;5;6;0;2;3;2;0;6;0;2;2;4;0;0;1;3;4;0;2;2;4;0
